id,section,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,dsml,aisc,iss,pe,se,total score
219001409,B,male,FALSE,4,TRUE,23,100,75,74,94,74,417
219001410,C,female,FALSE,6,FALSE,21,88,87,97,87,85,444
219001411,E,female,FALSE,3,FALSE,27,96,98,89,85,75,443
219001412,D,female,FALSE,5,FALSE,14,92,96,71,89,61,409
219001413,D,male,FALSE,2,TRUE,37,87,99,100,92,90,468
219001414,D,male,FALSE,3,FALSE,29,95,74,87,61,88,405
219001415,F,male,TRUE,6,FALSE,4,44,56,71,54,91,316
219001416,D,female,FALSE,3,FALSE,16,78,68,63,92,97,398
219001417,D,female,FALSE,4,FALSE,30,95,93,85,68,75,416
219001418,A,male,TRUE,7,FALSE,1,57,53,75,92,73,350
219001419,D,male,FALSE,3,TRUE,24,86,95,94,90,77,442
219001420,E,female,FALSE,2,FALSE,35,92,100,91,90,95,468
219001421,B,female,FALSE,1,FALSE,14,69,84,100,77,87,417
219001422,C,female,FALSE,1,FALSE,3,91,75,60,91,96,413
219001423,A,female,FALSE,4,FALSE,15,79,97,78,99,84,437
219001424,C,male,FALSE,5,FALSE,23,93,80,64,68,71,376
219001425,E,male,FALSE,6,FALSE,19,90,90,73,68,95,416
219001426,C,male,FALSE,3,FALSE,33,99,100,95,88,83,465
219001427,C,female,FALSE,0,FALSE,14,90,81,92,89,69,421
219001428,C,female,FALSE,1,TRUE,0,71,66,75,84,69,365
219001429,B,female,FALSE,1,FALSE,34,98,67,74,87,76,402
219001430,E,male,FALSE,5,FALSE,33,94,83,94,95,93,459
219001431,D,female,FALSE,7,FALSE,7,92,79,76,61,81,389
219001432,F,male,FALSE,2,FALSE,18,100,74,61,94,60,389
219001433,D,male,FALSE,9,FALSE,4,48,86,51,94,61,340
219001434,E,male,FALSE,6,FALSE,10,63,71,68,67,99,368
219001435,A,male,TRUE,2,FALSE,22,89,89,91,93,69,431
219001436,C,female,FALSE,5,FALSE,28,88,93,81,90,74,426
219001437,F,male,FALSE,2,FALSE,2,98,67,97,60,79,401
219001438,A,female,FALSE,1,FALSE,0,92,88,75,50,79,384
219001439,C,male,FALSE,3,FALSE,24,80,100,99,75,94,448
219001440,B,male,FALSE,2,FALSE,15,92,91,65,94,98,440
219001441,C,female,TRUE,2,FALSE,1,82,68,64,99,60,373
219001442,F,male,FALSE,1,FALSE,8,84,74,75,99,85,417
219001443,F,female,FALSE,7,FALSE,9,61,65,67,81,63,337
219001444,F,male,FALSE,4,FALSE,33,99,98,76,94,67,434
219001445,F,female,FALSE,3,FALSE,32,83,90,78,95,82,428
219001446,E,female,TRUE,9,FALSE,4,56,95,59,77,99,386
219001447,C,male,FALSE,2,FALSE,2,65,52,56,82,83,338
219001448,A,male,FALSE,3,FALSE,20,94,77,73,65,89,398
219001449,E,female,FALSE,1,FALSE,21,90,73,89,87,96,435
219001450,A,female,FALSE,3,FALSE,29,94,81,90,97,86,448
219001451,D,female,FALSE,3,FALSE,13,89,63,83,85,72,392
219001452,A,male,FALSE,1,FALSE,24,89,68,93,75,88,413
219001453,F,male,FALSE,7,FALSE,30,88,87,85,77,96,433
219001454,D,male,FALSE,1,FALSE,25,76,90,75,86,87,414
219001455,F,male,FALSE,1,FALSE,1,88,84,96,99,97,464
219001456,C,male,FALSE,4,FALSE,27,88,80,72,69,71,380
219001457,B,male,FALSE,0,TRUE,4,54,82,89,60,69,354
219001458,C,female,FALSE,2,TRUE,32,87,76,67,89,77,396
219001459,B,female,FALSE,1,FALSE,1,95,79,81,69,100,424
219001460,C,female,FALSE,2,FALSE,32,72,68,81,90,99,410
219001461,E,female,FALSE,1,TRUE,4,95,70,89,87,62,403
219001462,A,male,FALSE,4,FALSE,28,91,86,77,79,62,395
219001463,F,female,FALSE,3,TRUE,32,79,63,79,96,89,406
219001464,F,female,FALSE,1,FALSE,33,80,94,92,60,78,404
219001465,B,male,TRUE,2,FALSE,4,86,88,73,93,71,411
219001466,C,male,FALSE,1,FALSE,31,88,90,67,83,64,392
219001467,D,male,FALSE,5,FALSE,17,83,86,80,66,97,412
219001468,E,male,FALSE,2,FALSE,23,84,80,97,97,91,449
219001469,C,female,FALSE,0,FALSE,29,85,81,85,90,71,412
219001470,C,male,FALSE,2,FALSE,19,91,96,83,87,74,431
219001471,D,male,TRUE,4,TRUE,26,83,94,60,93,67,397
219001472,E,female,FALSE,7,FALSE,7,97,99,98,79,88,461
219001473,B,female,FALSE,6,FALSE,4,63,92,73,69,87,384
219001474,B,male,FALSE,6,FALSE,22,92,90,82,86,89,439
219001475,C,male,TRUE,6,TRUE,4,78,64,94,92,63,391
219001476,E,female,FALSE,3,FALSE,29,78,69,100,91,90,428
219001477,C,male,FALSE,8,TRUE,21,89,93,79,76,85,422
219001478,E,female,FALSE,3,FALSE,5,53,100,84,62,95,394
219001479,B,male,FALSE,5,FALSE,15,63,60,85,83,84,375
219001480,E,male,FALSE,3,TRUE,10,100,71,100,92,63,426
219001481,D,female,TRUE,7,FALSE,2,79,81,87,74,85,406
219001482,A,female,FALSE,4,TRUE,0,93,71,62,69,72,367
219001483,F,male,FALSE,5,TRUE,3,97,67,72,87,62,385
219001484,D,female,FALSE,6,TRUE,1,76,93,98,60,65,392
219001485,D,female,FALSE,3,TRUE,26,84,80,91,61,61,377
219001486,F,female,TRUE,5,FALSE,2,56,65,61,77,95,354
219001487,D,female,FALSE,3,FALSE,21,97,94,91,70,75,427
219001488,D,female,FALSE,10,FALSE,5,67,97,53,78,81,376
219001489,F,female,TRUE,10,FALSE,5,97,64,74,74,76,385
219001490,A,female,FALSE,5,FALSE,0,100,50,78,90,91,409
219001491,E,female,FALSE,5,TRUE,10,83,76,75,79,94,407
219001492,B,male,FALSE,5,FALSE,2,85,83,83,94,80,425
219001493,D,female,FALSE,5,TRUE,24,100,97,64,77,61,399
219001494,A,male,FALSE,4,FALSE,46,92,99,86,86,87,450
219001495,C,male,FALSE,3,FALSE,31,88,65,68,94,79,394
219001496,A,male,FALSE,1,FALSE,33,95,62,76,91,79,403
219001497,B,female,FALSE,5,FALSE,26,76,84,80,84,70,394
219001498,E,male,FALSE,2,FALSE,19,79,72,97,78,87,413
219001499,C,male,FALSE,3,FALSE,25,93,84,68,85,70,400
219001500,A,female,FALSE,3,FALSE,24,79,78,90,76,88,411
219001501,E,male,FALSE,1,FALSE,21,98,72,100,77,84,431
219001502,E,female,TRUE,8,TRUE,0,93,81,67,76,60,377
219001503,D,male,FALSE,4,FALSE,30,91,78,95,89,100,453
219001504,A,female,FALSE,4,FALSE,32,86,77,61,92,70,386
219001505,C,female,FALSE,8,FALSE,15,81,85,93,75,90,424
219001506,C,female,FALSE,6,FALSE,15,97,94,83,65,96,435
219001507,A,female,FALSE,3,TRUE,4,90,89,93,99,88,459
219001508,B,male,FALSE,1,TRUE,27,90,62,82,70,64,368
219001509,A,male,FALSE,5,FALSE,33,82,95,61,81,82,401
219001510,C,male,FALSE,7,FALSE,25,91,89,74,77,77,408
219001511,A,female,FALSE,0,FALSE,29,70,67,74,95,65,371
219001512,A,female,FALSE,2,FALSE,13,60,70,96,82,80,388
219001513,B,female,FALSE,3,FALSE,49,85,99,94,92,95,465
219001514,D,male,FALSE,6,FALSE,34,82,72,69,99,68,390
219001515,B,male,TRUE,4,FALSE,28,83,92,69,71,95,410
219001516,A,female,FALSE,2,FALSE,44,96,100,95,94,93,478
219001517,C,female,FALSE,1,FALSE,14,85,78,72,88,93,416
219001518,C,female,FALSE,4,FALSE,1,95,84,98,66,80,423
219001519,E,male,FALSE,6,FALSE,22,97,87,61,62,94,401
219001520,F,female,FALSE,2,FALSE,11,95,91,97,84,66,433
219001521,A,female,FALSE,3,FALSE,2,69,77,63,64,60,333
219001522,D,female,FALSE,9,FALSE,3,84,65,62,91,81,383
219001523,C,female,FALSE,5,FALSE,28,92,100,98,75,72,437
219001524,C,male,TRUE,2,FALSE,0,87,78,82,59,66,372
219001525,D,male,FALSE,5,FALSE,22,97,90,70,75,93,425
219001526,A,female,TRUE,8,FALSE,3,92,77,95,57,90,411
219001527,E,male,FALSE,2,FALSE,25,72,68,79,71,89,379
219001528,E,female,FALSE,3,TRUE,1,50,96,72,50,64,332
219001529,E,female,FALSE,7,FALSE,37,97,93,94,96,87,467
219001530,C,female,FALSE,3,TRUE,28,89,69,72,84,99,413
219001531,D,female,FALSE,3,FALSE,30,77,90,95,99,94,455
219001532,D,male,FALSE,1,FALSE,19,91,66,69,88,79,393
219001533,B,male,TRUE,7,FALSE,2,64,70,81,55,76,346
219001534,B,female,TRUE,4,FALSE,26,71,63,73,77,66,350
219001535,A,male,FALSE,10,TRUE,0,56,74,66,57,61,314
219001536,F,male,FALSE,4,FALSE,5,87,98,64,78,83,410
219001537,A,female,FALSE,0,FALSE,17,99,85,91,88,75,438
219001538,A,male,FALSE,2,FALSE,26,98,76,72,81,89,416
219001539,E,male,FALSE,2,FALSE,32,87,74,61,72,98,392
219001540,E,female,FALSE,6,TRUE,16,88,90,92,97,73,440
219001541,E,female,TRUE,8,FALSE,2,71,53,64,76,70,334
219001542,F,male,FALSE,2,FALSE,35,96,91,95,95,99,476
219001543,E,female,FALSE,0,FALSE,17,81,99,65,79,98,422
219001544,D,female,FALSE,9,FALSE,3,94,63,84,66,96,403
219001545,C,female,TRUE,3,FALSE,47,94,98,90,88,100,470
219001546,C,male,FALSE,0,FALSE,29,98,75,63,88,75,399
219001547,E,female,FALSE,10,FALSE,5,100,54,97,51,80,382
219001548,E,male,FALSE,3,TRUE,12,66,65,99,84,86,400
219001549,C,male,FALSE,2,FALSE,35,94,97,94,97,97,479
219001550,D,female,TRUE,0,FALSE,3,83,93,89,63,82,410
219001551,E,male,TRUE,8,FALSE,2,92,50,88,91,95,416
219001552,D,male,FALSE,10,FALSE,35,93,90,94,98,98,473
219001553,C,male,TRUE,1,FALSE,7,69,84,98,83,87,421
219001554,D,female,FALSE,4,FALSE,15,94,63,73,90,91,411
219001555,A,female,FALSE,1,FALSE,3,100,95,90,81,66,432
219001556,C,male,FALSE,2,FALSE,35,96,98,100,93,86,473
219001557,F,male,FALSE,3,TRUE,28,76,99,69,93,85,422
219001558,F,female,FALSE,9,FALSE,4,77,94,65,77,95,408
219001559,B,male,FALSE,1,TRUE,4,84,79,60,80,98,401
219001560,C,male,FALSE,3,TRUE,16,95,68,75,76,66,380
219001561,B,male,FALSE,1,FALSE,26,90,94,84,61,72,401
219001562,B,male,FALSE,3,FALSE,30,96,73,75,89,71,404
219001563,D,female,TRUE,6,FALSE,2,80,92,73,71,84,400
219001564,E,female,FALSE,2,FALSE,34,87,75,73,91,71,397
219001565,B,male,FALSE,10,FALSE,0,94,91,64,93,65,407
219001566,A,female,FALSE,10,TRUE,3,87,88,100,96,75,446
219001567,F,male,FALSE,2,FALSE,30,95,88,77,96,74,430
219001568,E,male,TRUE,3,TRUE,15,85,82,64,94,81,406
219001569,A,male,FALSE,8,TRUE,1,67,77,72,88,77,381
219001570,B,male,FALSE,3,TRUE,6,84,92,82,70,69,397
219001571,D,female,FALSE,7,TRUE,1,83,90,100,98,96,467
219001572,C,male,TRUE,9,TRUE,5,67,68,51,72,78,336
219001573,C,male,FALSE,1,FALSE,30,75,72,88,77,84,396
219001574,F,male,FALSE,3,TRUE,8,67,70,73,85,80,375
219001575,B,male,TRUE,9,FALSE,5,67,51,72,60,88,338
219001576,B,female,FALSE,1,FALSE,5,72,78,97,93,77,417
219001577,C,male,FALSE,4,FALSE,4,78,76,68,91,82,395
219001578,E,female,FALSE,1,FALSE,47,85,92,96,90,88,451
219001579,C,female,FALSE,3,TRUE,16,100,69,61,65,81,376
219001580,C,male,TRUE,5,FALSE,3,56,89,68,83,68,364
219001581,F,female,FALSE,5,TRUE,32,93,83,99,91,74,440
219001582,F,female,FALSE,2,FALSE,31,89,85,69,92,94,429
219001583,B,male,FALSE,3,FALSE,6,59,74,92,97,64,386
219001584,F,female,FALSE,3,FALSE,16,99,74,65,74,62,374
219001585,B,male,FALSE,6,FALSE,34,89,85,74,87,82,417
219001586,E,male,FALSE,3,FALSE,26,86,78,78,67,97,406
219001587,F,female,FALSE,6,FALSE,21,79,91,65,88,95,418
219001588,F,male,FALSE,3,FALSE,46,96,91,90,91,99,467
219001589,E,female,FALSE,6,FALSE,48,95,85,90,89,96,455
219001590,C,male,TRUE,1,FALSE,46,96,90,95,96,88,465
219001591,F,female,TRUE,3,FALSE,28,95,64,97,94,60,410
219001592,E,male,TRUE,4,FALSE,2,80,84,95,85,87,431
219001593,F,male,TRUE,0,FALSE,32,86,73,85,91,98,433
219001594,C,male,TRUE,10,FALSE,5,42,99,61,77,99,378
219001595,D,female,FALSE,4,FALSE,31,80,93,94,81,78,426
219001596,D,male,FALSE,4,TRUE,1,79,100,94,62,76,411
219001597,E,female,TRUE,9,TRUE,4,43,91,67,71,88,360
219001598,B,male,FALSE,2,TRUE,8,58,95,66,91,70,380
219001599,E,female,FALSE,3,TRUE,23,86,83,93,91,70,423
219001600,F,female,FALSE,1,FALSE,23,96,97,84,82,75,434
219001601,A,male,FALSE,1,FALSE,28,91,98,89,91,92,461
219001602,A,female,FALSE,1,FALSE,7,85,77,62,88,83,395
219001603,A,female,FALSE,0,FALSE,5,87,93,92,95,99,466
219001604,C,female,FALSE,2,FALSE,4,60,85,67,61,64,337
219001605,D,female,FALSE,2,FALSE,26,76,67,60,63,64,330
219001606,C,female,FALSE,4,TRUE,33,84,74,79,93,95,425
219001607,D,female,FALSE,4,TRUE,34,87,74,84,82,85,412
219001608,C,female,TRUE,4,FALSE,16,82,64,75,82,60,363
219001609,E,male,FALSE,4,FALSE,3,64,73,70,75,100,382
219001610,B,male,FALSE,3,FALSE,25,77,88,84,92,82,423
219001611,B,female,FALSE,0,FALSE,4,86,90,69,93,94,432
219001612,E,male,FALSE,0,FALSE,4,81,76,88,89,87,421
219001613,B,female,FALSE,3,FALSE,21,91,92,78,86,71,418
219001614,F,female,FALSE,7,FALSE,4,72,61,67,98,89,387
219001615,D,female,FALSE,3,FALSE,24,80,80,96,99,65,420
219001616,C,male,FALSE,2,FALSE,16,90,98,70,60,92,410
219001617,B,male,FALSE,10,FALSE,2,72,52,98,90,63,375
219001618,A,male,FALSE,3,FALSE,35,93,89,93,91,88,454
219001619,F,male,FALSE,2,FALSE,24,95,90,94,84,85,448
219001620,A,male,FALSE,2,TRUE,46,86,89,90,86,93,444
219001621,F,female,FALSE,6,FALSE,1,89,89,67,64,70,379
219001622,B,male,FALSE,5,FALSE,26,90,67,85,95,96,433
219001623,A,male,FALSE,1,FALSE,5,79,81,67,71,66,364
219001624,A,female,TRUE,5,FALSE,17,86,98,66,95,90,435
219001625,A,male,FALSE,3,FALSE,4,83,68,72,89,70,382
219001626,B,male,FALSE,6,FALSE,27,85,62,95,89,95,426
219001627,D,male,FALSE,3,FALSE,0,66,86,87,65,64,368
219001628,D,male,FALSE,6,TRUE,16,93,60,62,68,67,350
219001629,F,male,FALSE,6,TRUE,14,65,79,95,61,62,362
219001630,E,female,TRUE,2,FALSE,5,52,98,83,82,91,406
219001631,B,female,FALSE,3,TRUE,31,90,84,70,89,64,397
219001632,E,female,FALSE,2,TRUE,4,83,99,100,86,88,456
219001633,B,male,FALSE,1,FALSE,5,62,72,68,80,75,357
219001634,E,female,FALSE,1,FALSE,11,98,99,84,95,93,469
219001635,F,male,FALSE,8,TRUE,12,76,74,67,82,79,378
219001636,E,female,FALSE,0,FALSE,5,97,98,70,71,70,406
219001637,F,female,TRUE,6,FALSE,1,63,95,99,58,66,381
219001638,F,male,FALSE,5,FALSE,2,98,64,88,87,99,436
219001639,F,female,TRUE,10,FALSE,1,78,84,61,67,92,382
219001640,C,female,FALSE,2,TRUE,30,85,89,77,71,71,393
219001641,B,male,FALSE,6,FALSE,0,59,84,93,56,74,366
219001642,A,female,FALSE,2,TRUE,6,99,88,60,61,96,404
219001643,B,male,FALSE,6,TRUE,24,76,86,80,85,71,398
219001644,A,female,FALSE,7,FALSE,26,80,85,89,80,68,402
219001645,F,male,FALSE,7,FALSE,0,82,92,50,98,100,422
219001646,A,male,FALSE,1,FALSE,18,89,72,61,68,83,373
219001647,D,male,FALSE,4,FALSE,20,89,75,80,94,68,406
219001648,A,female,FALSE,0,FALSE,23,86,94,95,90,90,455
219001649,D,male,TRUE,4,FALSE,4,65,92,86,61,97,401
219001650,A,female,FALSE,4,FALSE,30,77,77,84,90,89,417
219001651,F,female,FALSE,4,FALSE,34,88,68,62,99,66,383
219001652,F,female,FALSE,1,FALSE,26,98,94,87,85,61,425
219001653,E,male,FALSE,5,FALSE,27,84,90,80,99,85,438
219001654,B,female,FALSE,1,TRUE,18,91,66,83,71,80,391
219001655,E,female,FALSE,4,FALSE,39,97,94,90,85,95,461
219001656,F,female,FALSE,7,TRUE,29,77,63,87,93,84,404
219001657,A,male,FALSE,0,TRUE,27,100,93,96,70,95,454
219001658,E,male,TRUE,3,TRUE,17,93,62,99,83,60,397
219001659,A,female,TRUE,5,TRUE,31,93,79,78,87,76,413
219001660,A,female,TRUE,4,FALSE,13,94,74,75,78,61,382
219001661,B,female,FALSE,4,TRUE,12,88,79,93,92,99,451
219001662,C,male,TRUE,10,FALSE,0,93,94,70,86,94,437
219001663,F,male,FALSE,2,TRUE,21,83,84,68,80,88,403
219001664,B,female,TRUE,3,FALSE,28,96,100,96,81,72,445
219001665,A,female,TRUE,8,FALSE,35,87,93,88,85,94,447
219001666,A,male,FALSE,9,TRUE,24,95,84,69,85,69,402
219001667,A,male,FALSE,1,FALSE,28,87,86,84,83,81,421
219001668,C,male,FALSE,9,FALSE,0,43,64,95,67,74,343
219001669,A,female,TRUE,6,FALSE,0,40,88,79,86,89,382
219001670,D,male,FALSE,2,FALSE,3,64,98,82,72,78,394
219001671,D,female,FALSE,3,FALSE,16,72,95,68,70,88,393
219001672,E,female,FALSE,2,FALSE,26,77,86,84,85,91,423
219001673,E,female,TRUE,10,TRUE,4,40,53,63,87,77,320
219001674,E,male,FALSE,2,FALSE,24,100,90,96,90,86,462
219001675,B,male,FALSE,5,TRUE,22,89,95,88,76,71,419
219001676,C,female,TRUE,2,FALSE,14,97,76,72,69,90,404
219001677,C,male,FALSE,2,FALSE,21,100,74,61,96,96,427
219001678,E,male,FALSE,4,FALSE,29,81,85,89,91,98,444
219001679,C,female,FALSE,6,FALSE,3,100,53,78,91,74,396
219001680,E,male,FALSE,2,FALSE,4,80,96,73,92,73,414
219001681,F,male,FALSE,5,FALSE,19,79,83,84,72,79,397
219001682,B,male,FALSE,3,FALSE,33,96,100,87,60,62,405
219001683,E,female,FALSE,1,FALSE,24,95,91,62,79,69,396
219001684,F,male,FALSE,4,FALSE,29,86,65,64,82,87,384
219001685,F,male,FALSE,1,TRUE,27,86,72,90,99,76,423
219001686,B,female,FALSE,2,FALSE,20,87,66,83,81,80,397
219001687,A,female,FALSE,0,FALSE,35,94,100,90,86,90,460
219001688,F,female,FALSE,0,FALSE,29,88,87,85,78,78,416
219001689,A,male,FALSE,2,TRUE,0,88,76,64,78,80,386
219001690,C,male,FALSE,3,FALSE,10,76,68,88,87,66,385
219001691,B,male,FALSE,1,TRUE,29,84,99,80,88,89,440
219001692,D,male,FALSE,0,TRUE,17,96,91,85,91,91,454
219001693,E,male,TRUE,10,FALSE,1,57,64,85,95,81,382
219001694,A,female,FALSE,1,FALSE,14,93,82,67,90,65,397
219001695,B,male,FALSE,1,FALSE,24,88,61,61,62,99,371
219001696,B,male,FALSE,2,FALSE,35,89,86,97,97,93,462
219001697,F,male,FALSE,3,FALSE,19,80,94,94,99,99,466
219001698,A,male,FALSE,6,FALSE,23,94,61,87,94,69,405
219001699,D,male,FALSE,9,FALSE,14,99,98,69,64,96,426
219001700,E,male,FALSE,2,FALSE,21,81,87,62,93,72,395
219001701,B,male,FALSE,6,FALSE,18,91,95,82,87,95,450
219001702,A,female,FALSE,2,TRUE,16,71,99,95,96,96,457
219001703,D,female,FALSE,4,FALSE,2,61,78,79,96,81,395
219001704,F,male,FALSE,5,TRUE,16,87,60,66,81,65,359
219001705,F,female,FALSE,0,FALSE,29,93,79,78,73,77,400
219001706,C,male,FALSE,5,FALSE,35,92,87,98,85,96,458
219001707,E,male,FALSE,2,FALSE,11,96,99,65,79,93,432
219001708,D,male,FALSE,3,FALSE,4,83,77,61,61,75,357
219001709,C,female,FALSE,0,FALSE,15,78,79,96,71,71,395
219001710,E,male,TRUE,10,FALSE,25,82,84,74,81,100,421
219001711,E,female,FALSE,1,FALSE,31,94,68,61,60,63,346
219001712,B,female,FALSE,7,FALSE,30,93,97,89,63,70,412
219001713,B,female,FALSE,3,FALSE,17,80,98,95,97,85,455
219001714,F,female,FALSE,10,FALSE,0,55,71,94,87,84,391
219001715,D,female,TRUE,2,FALSE,10,94,83,76,95,94,442
219001716,F,female,FALSE,2,FALSE,22,72,85,90,94,65,406
219001717,E,male,FALSE,3,FALSE,16,98,75,68,69,96,406
219001718,F,female,FALSE,2,FALSE,11,71,66,65,81,82,365
219001719,C,female,FALSE,3,FALSE,35,99,89,90,98,99,475
219001720,B,male,FALSE,1,FALSE,25,97,86,95,91,76,445
219001721,E,female,FALSE,9,FALSE,5,85,99,93,61,67,405
219001722,A,male,FALSE,2,TRUE,35,100,98,90,95,98,481
219001723,D,male,FALSE,4,FALSE,15,89,73,83,91,83,419
219001724,D,male,FALSE,4,TRUE,21,76,63,92,87,88,406
219001725,F,female,FALSE,2,FALSE,3,100,80,75,82,85,422
219001726,C,female,FALSE,1,FALSE,1,77,99,76,80,90,422
219001727,F,female,FALSE,1,FALSE,32,85,84,81,84,93,427
219001728,C,male,FALSE,6,TRUE,25,70,63,86,88,79,386
219001729,B,female,FALSE,9,FALSE,26,76,90,68,94,87,415
219001730,E,female,TRUE,7,FALSE,34,75,89,65,89,81,399
219001731,E,male,FALSE,2,TRUE,25,97,96,87,95,100,475
219001732,E,male,TRUE,10,FALSE,3,72,61,73,72,86,364
219001733,E,male,TRUE,3,FALSE,12,84,68,92,67,73,384
219001734,A,male,FALSE,1,FALSE,25,84,65,74,81,79,383
219001735,B,male,FALSE,6,FALSE,50,94,99,99,86,85,463
219001736,E,female,FALSE,7,FALSE,15,80,100,87,94,100,461
219001737,B,female,FALSE,0,FALSE,34,87,79,87,80,93,426
219001738,F,female,FALSE,6,FALSE,27,93,87,92,93,88,453
219001739,B,female,FALSE,1,FALSE,5,87,96,61,78,99,421
219001740,F,male,FALSE,10,TRUE,0,64,70,94,65,80,373
219001741,E,male,FALSE,5,FALSE,15,96,91,71,74,76,408
219001742,C,female,FALSE,2,TRUE,31,97,93,80,94,67,431
219001743,C,female,FALSE,6,FALSE,0,62,75,65,75,93,370
219001744,F,male,TRUE,1,FALSE,5,97,96,94,83,64,434
219001745,B,male,FALSE,3,FALSE,35,85,90,93,97,98,463
219001746,D,male,FALSE,0,FALSE,27,68,66,65,84,100,383
219001747,E,female,TRUE,7,FALSE,1,45,99,91,63,61,359
219001748,B,male,TRUE,6,FALSE,2,86,86,73,84,79,408
219001749,A,female,FALSE,10,FALSE,34,97,73,98,97,98,463
219001750,D,male,TRUE,2,TRUE,18,93,65,61,96,65,380
219001751,B,male,FALSE,1,FALSE,14,85,75,72,63,63,358
219001752,E,female,FALSE,1,FALSE,6,88,98,92,66,90,434
219001753,D,male,FALSE,5,TRUE,2,100,98,71,79,99,447
219001754,B,male,FALSE,2,FALSE,19,93,88,92,89,96,458
219001755,D,female,FALSE,1,FALSE,1,70,73,97,61,90,391
219001756,D,female,FALSE,2,FALSE,13,82,94,88,89,98,451
219001757,B,female,TRUE,8,FALSE,3,41,94,93,84,96,408
219001758,A,male,FALSE,2,FALSE,21,94,74,89,93,96,446
219001759,C,female,TRUE,2,FALSE,29,67,75,94,80,74,390
219001760,F,female,FALSE,0,TRUE,11,89,64,81,82,92,408
219001761,B,male,FALSE,3,FALSE,23,82,100,93,61,83,419
219001762,B,male,TRUE,2,FALSE,30,96,93,92,71,87,439
219001763,C,female,FALSE,1,FALSE,13,94,84,89,97,76,440
219001764,D,male,FALSE,4,FALSE,19,84,83,99,75,67,408
219001765,C,female,FALSE,5,FALSE,33,87,97,70,67,82,403
219001766,B,male,FALSE,2,FALSE,21,90,66,77,82,82,397
219001767,C,female,FALSE,7,FALSE,31,86,91,83,83,80,423
219001768,A,male,FALSE,6,FALSE,3,48,64,65,55,79,311
219001769,A,female,TRUE,7,FALSE,3,49,99,59,54,70,331
219001770,C,male,TRUE,0,FALSE,30,90,72,77,84,67,390
219001771,A,female,TRUE,5,TRUE,1,40,93,100,60,99,392
219001772,C,female,FALSE,0,TRUE,8,78,71,91,79,75,394
219001773,E,male,FALSE,2,FALSE,29,87,75,96,72,78,408
219001774,A,female,FALSE,2,FALSE,18,79,68,70,65,71,353
219001775,F,female,FALSE,6,TRUE,4,100,94,83,92,71,440
219001776,D,female,FALSE,1,FALSE,10,71,65,65,67,97,365
219001777,A,female,FALSE,2,FALSE,32,77,69,60,76,74,356
219001778,F,female,FALSE,1,FALSE,32,83,96,96,80,81,436
219001779,F,male,FALSE,2,TRUE,16,96,80,71,76,63,386
219001780,C,male,FALSE,6,FALSE,35,91,100,95,94,95,475
219001781,D,female,FALSE,8,FALSE,2,71,95,83,93,89,431
219001782,C,female,FALSE,3,FALSE,27,84,75,63,86,63,371
219001783,B,male,FALSE,3,FALSE,28,91,61,85,76,88,401
219001784,A,male,FALSE,2,FALSE,2,59,72,60,63,75,329
219001785,C,male,FALSE,3,FALSE,42,89,91,95,92,96,463
219001786,D,male,FALSE,7,FALSE,31,81,68,93,78,89,409
219001787,F,male,FALSE,3,FALSE,15,77,86,97,83,92,435
219001788,E,male,FALSE,7,FALSE,1,72,73,57,88,70,360
219001789,E,female,FALSE,5,FALSE,10,91,78,93,76,90,428
219001790,A,female,FALSE,5,FALSE,40,88,94,91,91,88,452
219001791,C,male,FALSE,8,FALSE,40,94,99,92,85,95,465
219001792,D,female,FALSE,0,FALSE,8,67,98,65,87,89,406
219001793,E,female,FALSE,2,FALSE,22,88,82,89,61,83,403
219001794,C,female,FALSE,3,FALSE,21,67,62,80,61,82,352
219001795,A,male,FALSE,7,FALSE,31,95,96,97,93,88,469
219001796,A,male,FALSE,1,FALSE,10,96,78,94,88,86,442
219001797,D,female,FALSE,3,TRUE,35,87,99,100,96,94,476
219001798,E,male,FALSE,3,FALSE,14,85,85,92,81,95,438
219001799,F,male,FALSE,2,FALSE,7,88,100,68,97,94,447
219001800,F,male,FALSE,5,FALSE,4,94,72,99,53,83,401
219001801,A,female,FALSE,4,TRUE,14,67,77,85,95,86,410
219001802,A,female,FALSE,1,TRUE,29,92,99,77,88,72,428
219001803,F,female,TRUE,3,FALSE,20,76,60,77,70,88,371
219001804,B,female,FALSE,3,TRUE,24,86,96,62,91,84,419
219001805,D,female,FALSE,3,TRUE,27,94,86,62,90,75,407
219001806,D,female,FALSE,3,FALSE,31,100,62,62,65,67,356
219001807,C,female,FALSE,4,FALSE,27,74,71,93,98,61,397
219001808,E,male,FALSE,2,FALSE,23,99,70,73,62,88,392
219001809,E,female,FALSE,10,FALSE,0,66,72,98,86,63,385
219001810,A,female,FALSE,2,FALSE,35,99,100,95,95,88,477
219001811,D,male,FALSE,1,TRUE,33,97,99,85,62,97,440
219001812,B,male,FALSE,5,TRUE,11,81,76,95,85,71,408
219001813,F,female,FALSE,9,FALSE,10,95,62,85,94,73,409
219001814,F,male,TRUE,6,FALSE,3,55,53,75,95,61,339
219001815,D,male,FALSE,3,FALSE,5,50,97,90,75,80,392
219001816,A,male,FALSE,5,FALSE,34,98,90,83,61,99,431
219001817,E,female,FALSE,7,FALSE,15,88,71,85,88,67,399
219001818,F,female,FALSE,1,FALSE,20,87,92,85,69,67,400
